INDMusic Channel Report
June 2014
MILKMAN

Partner Views are: 0
Non-Ad Requested Views: 0
Partner Revenue is: 0
Partner Ad Enabled Views are: 0
Partner Thousands of Ad Enabled Views: undefined
CPM: N/A
INDMusic Percentage: 0.1
Partner InDMusic Fee is: 0
Total Partner Earnings: 0

UGC Views are: 26058
UGC Revenue is: 29.520642000000006
UGC Ad Enabled Views are: 21751
UGC Thousands of Ad Enabled Views: 21.751
INDMusic Percentags: 0.1
UGC InDMusic Fee is: 2.9520642000000006
Total UGC Earnings: 26.568577800000007

Total Channel Partner Payout: 26.568577800000007

videoId,claimType,claimOrigin,assetTitle,contentType,assetType,artist,album,isrc,customId,writer,channel,tViews,adViews,tEarnings
"lDqFu_yco4Q","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"lTUCpINT1y4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,2,0,0
"l_C169zr24M","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"mVnN9c5jJDQ","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,2,2,0
"mdXlUgt5M4A","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,60,0,0
"miVuEwwicEA","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"mw78VInoZkY","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1769,1769,2.115182
"nWMB2qwtr9s","Audio","Descriptive Search","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,826,826,0.366815
"oGv2ZjJ8-Tk","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,2,0,0
"ogl8UUGKQ-8","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"oi2kthwhmRc","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,0,0,0
"oljwJo3am6Q","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,8,8,0
"pK6y5TwLOvg","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"pK6y5TwLOvg","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,12,0,0
"pvKYKKaTMKU","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,3,0,0
"qDV5ucW0Ym4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"qDV5ucW0Ym4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,2,0,0
"qHAPmRuM7Fg","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"q_mWr064on4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,10,10,0.002524
"q_phI-CpP_k","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"qf-vuLnqqko","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,3,0,0
"reLyyYlR5l4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,9,9,0
"reLyyYlR5l4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"sS10VvNA6V8","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,4,4,0
"sS10VvNA6V8","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,32,0,0
"sSmdpBoaaRc","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,3,3,0
"sbkzbBXRY6g","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"tXWAbXrF54w","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"taDntZ5tKYM","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,5,5,0.000398
"tp_WcmMwTtQ","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"uLMhtW2SbzY","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,7,7,0
"uSbBKkLBkb4","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,0,0
"ujq9ahU7Yw0","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,29,29,0.001082
"x3jukl5Diwc","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,4,4,0
"x3jukl5Diwc","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,5,0,0
