INDMusic Channel Report
September 2014
9LILG

Partner Views are: 2765397
Non-Ad Requested Views: 26405
Partner Revenue is: 5511.239074999999
Partner Ad Enabled Views are: 2738992
Partner Thousands of Ad Enabled Views: 2738.992
CPM: 2.0121413552869076
INDMusic Percentage: 0.1
Partner InDMusic Fee is: 551.1239074999999
Total Partner Earnings: 4960.115167499998

UGC Views are: 2014478
UGC Revenue is: 1632.0679429999989
UGC Ad Enabled Views are: 1599385
UGC Thousands of Ad Enabled Views: 1599.385
INDMusic Percentags: 0.1
UGC InDMusic Fee is: 163.2067942999999
Total UGC Earnings: 1468.861148699999

Total Channel Partner Payout: 6428.976316199997

videoId,claimType,claimOrigin,assetTitle,contentType,assetType,artist,album,isrc,customId,writer,channel,tViews,adViews,tEarnings
"YA4QPOgxsYs","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,95,0,0
"YDFJtht39jA","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0
"YDFJtht39jA","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0
"YIcPZ6EY6Nc","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,1,0
"YInMZ189_hg","Audio","Audio Match","I'm Your Enemy (feat. Big Swiisha)","UGC",,"King Lil G","King Enemy","USASN1201238","9LILG",,,143,143,0.026618
"YInMZ189_hg","Audio","Audio Match","I'm Your Enemy (feat. Big Swiisha)","UGC",,"King Lil G","King Enemy","USASN1201238","9LILG",,,1,0,0
"YOhK8F50lyU","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,3,3,0
"YOhK8F50lyU","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,0,0
"YQfz2CpIV3s","Audio","Audio Match","Fuck You Wanna Bee's","UGC",,"King Lil G","Lost in Smoke","USASN1302114","9LILG",,,12,12,7.2e-05
"YTc2PPpV3jI","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,439,439,0.00434
"YTc2PPpV3jI","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,439,439,0.00434
"YTc2PPpV3jI","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,42,0,0
"YWyff2fLTDg","Audio","Audio Match","Sending This Message","UGC",,"Lil G","Blue Devil Part 2","USASN1200422","9LILG",,,3,3,0
"YXGa70A7MNM","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,11,11,0
"YYNJhH0_Q0M","Audio","Audio Match","Gods Looking for Me","UGC",,"King Lil G","Lost in Smoke","USASN1302117","9LILG",,,5,5,0
"YYhf23OwPVQ","Audio","Audio Match","El Stilo De Mafia","UGC",,"King Lil G","Lost in Smoke","USASN1302112","9LILG",,,6,6,0
"YcyIvURPQL0","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,5,5,0
"YcyIvURPQL0","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,2,0,0
"Yedfbpth1NU","Audio-Visual","Web Upload","KING LIL G - NARCO CORRIDOS (OFFICIAL MUSIC VIDEO)","PARTNER-PROVIDED",,"King Lil G","","USASN1201240","9LILG",,,7,0,0
"Yedfbpth1NU","Audio-Visual","Web Upload","KING LIL G - NARCO CORRIDOS (OFFICIAL MUSIC VIDEO)","PARTNER-PROVIDED",,"King Lil G","","USASN1201240","9LILG",,,92018,92018,200.988987
"Yedfbpth1NU","Audio-Visual","Web Upload","KING LIL G - NARCO CORRIDOS (OFFICIAL MUSIC VIDEO)","PARTNER-PROVIDED",,"King Lil G","","USASN1201240","9LILG",,,92018,92018,200.988987
"Yedfbpth1NU","Audio-Visual","Web Upload","KING LIL G - NARCO CORRIDOS (OFFICIAL MUSIC VIDEO)","PARTNER-PROVIDED",,"King Lil G","","USASN1201240","9LILG",,,1862,0,0
"Yj-lLPw30uY","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,1,1,0
"YybULoTEY2g","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,5,5,0
"YzDXd1mYpOc","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,11,11,4.6e-05
"YzukwmaB83Y","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,1,1,0
"YzukwmaB83Y","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,1,1,0
"Z-084934Ts0","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,6,6,0
"Z1eD8yzc7l4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,199,199,0.507165
"Z1eD8yzc7l4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,5,0,0
"Z8y1JzHyDL0","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,10,10,0.000426
"Z8y1JzHyDL0","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,3,0,0
"ZABiubci2Qo","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,0,0
"ZCTPBST0C8s","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,55,55,0.000532
"ZCTPBST0C8s","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,55,55,0.000532
"ZEHnRvS0rG4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,248,248,0.009799
"ZEHnRvS0rG4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,9,0,0
"ZF5DXzjF73E","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,6,6,0
"ZIEU4zZoEBM","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,4,4,0
"ZIEU4zZoEBM","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,4,4,0
"ZKy71qZx0YA","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,1,1,0
"ZM_X3djvWQM","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,162,162,0.0005525
"ZM_X3djvWQM","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,162,162,0.0005525
"ZM_X3djvWQM","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,5,0,0
"ZMtE0zjifhM","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,1,0
"ZMtE0zjifhM","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,5,0,0
"ZOoRmkZRF_Q","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,16,16,0
"ZOoRmkZRF_Q","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,16,16,0
"ZOoRmkZRF_Q","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,0,0
"ZQBV8pWrJqA","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,249,249,0.001985
"ZQBV8pWrJqA","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,249,249,0.001985
"ZQBV8pWrJqA","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,1,0,0
"ZSY4WktLVuE","Audio","Audio Match","Narco Corridos","UGC",,"King Lil G","King Enemy","USASN1201240","9LILG",,,6,6,0.000284
"ZSY4WktLVuE","Audio","Audio Match","Narco Corridos","UGC",,"King Lil G","King Enemy","USASN1201240","9LILG",,,1,0,0
"ZV_QFPzNVc0","Audio","Audio Match","Narco Corridos","UGC",,"King Lil G","King Enemy","USASN1201240","9LILG",,,1,1,0
"ZXRqkzgHbQ8","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,576,576,0.934453
"ZXRqkzgHbQ8","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,67,0,0
"ZYUXJZ2_lAg","Audio","Audio Match","Boom Boom Killa (feat. Baby Gunz)","UGC",,"King Lil G","King Enemy","USASN1201246","9LILG",,,1,1,0
"ZZQoTGCm2L4","Audio","Audio Match","Fuck You Wanna Bee's","UGC",,"King Lil G","Lost in Smoke","USASN1302114","9LILG",,,319,319,0.005651
"ZZQoTGCm2L4","Audio","Audio Match","Fuck You Wanna Bee's","UGC",,"King Lil G","Lost in Smoke","USASN1302114","9LILG",,,6,0,0
"ZbTPMnS_7c4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,46,46,0.000294
"ZbTPMnS_7c4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,0,0
"Zc8QUaP-5lg","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,3014,3014,6.6315605
"Zc8QUaP-5lg","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,3014,3014,6.6315605
"Zc8QUaP-5lg","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,39,0,0
"Zgxk7fDfR8M","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,0,0,0
"Zgxk7fDfR8M","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,2,0,0
"ZhOhknPFp6I","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,4,4,0
"Zl5XlmWhtgw","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,13,13,0.0003
"Zl5XlmWhtgw","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,1,0,0
"ZmC_-WT7mMk","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,3,0,0
"ZmcFoJRdUME","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,45,45,0.001845
"ZmcFoJRdUME","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,45,45,0.001845
"ZntA0OuM04g","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,656,656,0.0013145
"ZntA0OuM04g","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,656,656,0.0013145
"ZntA0OuM04g","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,51,0,0
"Zpvb0iZhwt8","Audio","Audio Match","Narco Corridos","UGC",,"King Lil G","King Enemy","USASN1201240","9LILG",,,8,8,0
"ZsUkzfbkwJo","Audio","Audio Match","El Stilo De Mafia","UGC",,"King Lil G","Lost in Smoke","USASN1302112","9LILG",,,22,22,0.000764
"ZxEpNLqWxoE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,10,10,0
"Zy6IDG7SE-w","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,14,14,0.00066
"ZyTKRtTqS2A","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,295,295,1.552972
"ZyTKRtTqS2A","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,10,0,0
"_7eBfZWdp8Q","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,92,92,0
"_7eBfZWdp8Q","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,2,0,0
"_AK8LFkceno","Audio","Audio Match","Out to Get Me (feat. RC & PJ The Gator)","UGC",,"King Lil G","King Enemy","USASN1201241","9LILG",,,460,460,1.006195
"_AK8LFkceno","Audio","Audio Match","Out to Get Me (feat. RC & PJ The Gator)","UGC",,"King Lil G","King Enemy","USASN1201241","9LILG",,,14,0,0
"_As93kpTbWQ","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,2,2,0.00058
"_As93kpTbWQ","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,2,2,0.00058
"_As93kpTbWQ","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,6,0,0
"_C6hDLVUZYA","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0.0006175
"_C6hDLVUZYA","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0.0006175
"_Cygqg0tUGI","Audio","Audio Match","I'm Your Enemy (feat. Big Swiisha)","UGC",,"King Lil G","King Enemy","USASN1201238","9LILG",,,1,1,0
"_DPJDMIbtcY","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,7,7,0
"_DoldamV18Y","Audio","Audio Match","Killuminati Won't Save You","UGC",,"King Lil G","Lost in Smoke","USASN1302107","9LILG",,,24,24,0.001092
"_DoldamV18Y","Audio","Audio Match","Killuminati Won't Save You","UGC",,"King Lil G","Lost in Smoke","USASN1302107","9LILG",,,1,0,0
"_Filu1qi-44","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,6569,6569,7.171627
"_Filu1qi-44","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,6569,6569,7.171627
"_Filu1qi-44","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,160,0,0
"_HxFTwzNwOU","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,1,0
"_HxFTwzNwOU","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,1,0
"_I1CHfXvrLg","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,6,6,0
"_I_3wiJKS0M","Audio","Audio Match","Black Cortez","UGC",,"Lil G","Blue Devil Part 2","USASN1200415","9LILG",,,23,23,0.00365
"_I_3wiJKS0M","Audio","Audio Match","Black Cortez","UGC",,"Lil G","Blue Devil Part 2","USASN1200415","9LILG",,,1,0,0
"_L2O4VyG-Mg","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,17,17,0
"_L2O4VyG-Mg","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,17,17,0
"_NkPP8L4rus","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0
"_NkPP8L4rus","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,2,2,0
"_NkPP8L4rus","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,0,0
"_R-PBG3G8xA","Audio","Audio Match","Gunz in My Neighborhood","UGC",,"Lil G","Blue Devil Part 2","USASN1200417","9LILG",,,1,0,0
"_RCKAMRXrE8","Audio","Audio Match","Talk about Me","UGC",,"King Lil G","King Enemy","USASN1201243","9LILG",,,1,1,0
"_S2Fvk5j34Q","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,13,13,0
"_V0QzrFiEdo","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,44,44,0.0001415
"_V0QzrFiEdo","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,44,44,0.0001415
"_ZFXuvmauig","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,4,4,0
"_ZRQeLxFp24","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,1423,1423,3.385512
"_ZRQeLxFp24","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,116,0,0
"_d2keRyxfZY","Audio","Audio Match","Delusional","UGC",,"King Lil G","AK47Boyz","QMEBT1400805","9LILG",,,1969,1969,4.1236935
"_d2keRyxfZY","Audio","Audio Match","Delusional","UGC",,"King Lil G","AK47Boyz","QMEBT1400805","9LILG",,,1969,1969,4.1236935
"_d2keRyxfZY","Audio","Audio Match","Delusional","UGC",,"King Lil G","AK47Boyz","QMEBT1400805","9LILG",,,22,0,0
"_d9Y7E3t-ok","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,1,0
"_eQwN20r_gw","Audio","Audio Match","Fuck 'Em Like I Love 'Em","UGC",,"King Lil G","Lost in Smoke","USASN1302116","9LILG",,,411,411,0.242012
"_eQwN20r_gw","Audio","Audio Match","Fuck 'Em Like I Love 'Em","UGC",,"King Lil G","Lost in Smoke","USASN1302116","9LILG",,,1,0,0
"_ejBQd2uzPg","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,6,0,0
"_ejBQd2uzPg","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,2,2,0
"_inf__FUZCg","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,15,15,0
"_l7Ya5p8uWE","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,1645,1645,0.346051
"_l7Ya5p8uWE","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,1645,1645,0.346051
"_l7Ya5p8uWE","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,9,0,0
"_le7eNbxoj0","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,1,0
"_le7eNbxoj0","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,1,0
"_r2FRPvORIw","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,1,0
"_sH7mQArfas","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,190,0,0
"_sH7mQArfas","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,2330,2330,0.455096
"_t8-LdvQDTY","Audio","Audio Match","El Stilo De Mafia","UGC",,"King Lil G","Lost in Smoke","USASN1302112","9LILG",,,2,2,0
"_vGjmm_2BCA","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,1,1,0
"_vf9axT8CYo","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,1,1,0
"_w1gy636j6M","Audio","Audio Match","This Is My Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200424","9LILG",,,796,796,1.567011
"_w1gy636j6M","Audio","Audio Match","This Is My Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200424","9LILG",,,5,0,0
"a1HJrNTF8A4","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,20,20,0
"a787ZwXCmOo","Audio","Audio Match","Make U Mine Feat Carolyn Rodriguez","UGC",,"King Lil G","AK47Boyz","QMEBT1400813","9LILG",,,3,3,0
"a9W2ELrju2w","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,6,6,0.001325
"aCVrsqt8ku4","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,1,0
"aDPy5PJ90aE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,15,15,0.000176
"aEd860a3Rfw","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,0,0
"aGqnxm7scq8","Audio","Audio Match","Gunz in My Neighborhood","UGC",,"Lil G","Blue Devil Part 2","USASN1200417","9LILG",,,174,174,0.004019
"aGqnxm7scq8","Audio","Audio Match","Gunz in My Neighborhood","UGC",,"Lil G","Blue Devil Part 2","USASN1200417","9LILG",,,5,0,0
"aIVx13_LO3E","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,6899,6899,14.8276685
"aIVx13_LO3E","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,6899,6899,14.8276685
"aIVx13_LO3E","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,53,0,0
"aIXaNpcsCOM","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,4,4,0
"aJbP7zGB44o","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,2168,2168,0.6872305
"aJbP7zGB44o","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,2168,2168,0.6872305
"aJbP7zGB44o","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,76,0,0
"aJeVv-xPUF4","Audio","Audio Match","Narco Corridos","UGC",,"King Lil G","King Enemy","USASN1201240","9LILG",,,2,2,0
"aKIegTGf5Xs","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,72,72,0.00137
"aKeb7HF7G-U","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,44,44,0.0004725
"aKeb7HF7G-U","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,44,44,0.0004725
"aKeb7HF7G-U","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,1,0,0
"aLhqYmfOpZM","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,4,4,0
"aNTDB4J2EG4","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,125,125,0.300458
"aOK6sNLZJVM","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,1,1,0
"aOM5VWOdPMI","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,5,5,0
"aOSyTvhUjCM","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,4,4,0
"aPz7DiAOJf4","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,679,679,0.829264
"aPz7DiAOJf4","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,56,0,0
"aV0keG3UmRE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,16,16,0
"aVbgz_F_7oY","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,16,16,0.000576
"aVbgz_F_7oY","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,1,0,0
"aYpwOY0Dp-U","Audio","Audio Match","Sucios Part 2","UGC",,"Lil G","Blue Devil Part 2","USASN1200423","9LILG",,,10,10,0
"agFEbRTdvWI","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,2,2,0
"akYExcY7luU","Audio","Audio Match","Gunz in My Neighborhood","UGC",,"Lil G","Blue Devil Part 2","USASN1200417","9LILG",,,1,1,0
"amKoXOz4KFU","Audio","Audio Match","This Is My Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200424","9LILG",,,1575,1575,3.219476
"amKoXOz4KFU","Audio","Audio Match","This Is My Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200424","9LILG",,,19,0,0
"an81D4NwUco","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,7269,7269,8.014021
